# German-English dictionary created from English Wiktionary
# Created on: 2011-03-24T07:35:12+01:00
# Licence: GNU Free Documentation Licence http://www.gnu.org/copyleft/fdl.html
# Download updated version of this file at: http://www.dicts.info/uddl.php
# Contact us at: http://www.dicts.info/contact.php
'''Rhombus'''	rhombus
mit	oil
mit &hellip; schlafen	love
mit freundlichem Gruß	best regards
mitteilen	notify
mittelmäßig	mediocre
mißverstehen	misunderstand
modern	modern
momentan	currently
monatlich	monthly
mongolisch	Mongolian
morgen	tomorrow
motivieren	motivate
multiplizieren	multiply
muslimisch	Muslim
mutig	bold
mysteriös	mysterious
mähen	mow
männlich	masculine
mögen	like
möglich	possible
müde	tired
müssen	must
mütterlich	grandfather
müßig	idle
nach	to
nach	at
nach	after
nach vorne	forward
nachmachen	copy
nachplappern	parrot
nachsenden	forward
nackt	naked
nackt	nude
nagen	gnaw
nah	close
nah	near
nahe	near
national	national
natürlich	natural
natürliche Sprache	natural language
naß	wet
neben	next
negativ	negative
nehmen	take
nein	no
nennen	name
nennen	call
nenzisch	Nenets
nervös	nervous
nett	sweet
nett	neat
neu	new
neun	nine
neunte	ninth
neunundachtzig	eighty-nine
neununddreißig	thirty-nine
neunundfünfzig	fifty-nine
neunundneunzig	ninety-nine
neunundsechzig	sixty-nine
neunundsiebzig	seventy-nine
neunundvierzig	forty-nine
neunundzwanzig	twenty-nine
neunzehn	nineteen
neunzig	ninety
nicht	not
nicht	common
nicht notwendig	unnecessary
nichts	nothing
nichtsdestoweniger	nevertheless
nie	never
niederknien	genuflect
niederlandisch	Netherlands
niederländisch	Dutch
niedrig	low
niemand	nobody
niemand	no one
niemand	none
niesen	sneeze
nirgendwo	nowhere
nobel	noble
noch	yet
noch	still
nordwärts	north
normal	normal
norwegisch	Norwegian
null	love
nullen	zero
nummerieren	number
nutzlos	useless
nächst	next
nächtlich	nocturnal
nähen	sew
nässen	wet
nötig	necessary
nützlich	useful
o weh	alas
oben	up
obere	upper
obskur	obscure
obwohl	but
obwohl	although
oder	or
offen	open
offensichtlich	obvious
ohne	without
operieren	operate
opfern	sacrifice
oral	oral
orange	orange
ordnen	order
original	original
parallel	parallel
parfümieren	perfume
parken	park
passen	fit
penetrieren	fuck
perfekt	perfect
persönlich	personal
pflanzen	plant
pflanzlich	vegetable
pflügen	plough
pflügen	plow
pflügen	ear
pflügen	till
physisch	physical
pink, rosa	pink
planen	plan
platzen	burst
plus	plus
plötzlich	suddenly
plötzlich	sudden
polieren	polish
polnisch	Polish
polysynthetisch	polysynthetic
portugiesisch	Portuguese
positiv	positive
pragmatisch	pragmatic
primär	primary
privat	private
produzieren	produce
prominent	prominent
prost	cheers
präsentieren	present
präzise	precise
purpur	purple
putzen	brush
rasieren	shave
rauben	rob
rauchen	smoke
rauh	rough
real	real
realisieren	realize
rebellieren	rebel
rechts	right
rechtwinklig	right
rechtwinklig	perpendicular
rechtwinkliges Dreieck	right triangle
reden	talk
regeln	regulate
regieren	rule
registrieren	register
regnen	rain
regulär	regular
reiben	rub
reich	rich
reichen	hand
reichlich vorhanden	abundant
reif	ripe
reif	mature
rein	pure
reisen	travel
reisen	journey
reiten	ride
reißen	tear
rennen	run/experiment
rennen	run
reparieren	repair
reservieren	reserve
retten	save
retten	rescue
richten	judge
richtig	right
riechen	smell
roh	raw
rollen	roll
romanisch	Latin
rosa	pink
rosa	rose
rot	red
rot	gules
rudern	row
rufen	call
ruhen	rest
ruhig	quiet
rumänisch	Romanian
rund	round
runter	down
russisch	Russian
räuchern	smoke
römisch	Roman
römisch	Latin
rülpsen	burp
salzen	salt
salzig	salty
sauer	sour
sauer	acid
saugen	suck
saurer Regen	acid rain
scharf	sharp
scharf	hot
schaukeln	rock
scheinbar	ostensible
scheinen	seem
scheißen	shit
scherzen	joke
schießen	shoot
schimpfen	swear
schlafen	sleep
schlaff	floppy
schlagen	own
schlagen	defeat
schlagen	beat
schlank	slender
schlau	sly
schlecht	bad
schlecht	wrong
schlechter	worse
schlechtest	worst
schlicht	plain
schließen	close
schließen	shut
schließlich	eventually
schließlich	finally
schlucken	swallow
schmelzen	melt
schmutzig	dirty
schneien	snow
schnell	quickly
schnell	quick
schnell	fast
schnell	rapid
schokoladenbraun	chocolate
schreiben	write
schreien	shout
schreien	scream
schreien	cry
schreien	yell
schulden	owe
schwach	weak
schwanger	pregnant
schwanken	rock
schwarz	black
schwarz	sable
schwarze Tollkirsche	deadly nightshade
schwarzes Loch	black hole
schwedisch	Swedish
schwedische Rübe	rutabaga
schwellen	swell
schwer	heavy
schwer	difficult
schweres Wasser	heavy water
schwierig	hard
schwimmen	swim
schwingen	swing
schwitzen	sweat
schwören	swear
schätzen	guess
schön	beautiful
schön	fair
schüchtern	shy
schützen	protect
schützen	guard
sechs	six
sechste	sixth
sechsundachtzig	eighty-six
sechsunddreißig	thirty-six
sechsundfünfzig	fifty-six
sechsundneunzig	ninety-six
sechsundsechzig	sixty-six
sechsundsiebzig	seventy-six
sechsundvierzig	forty-six
sechsundzwanzig	twenty-six
sechzehn	sixteen
sechzig	sixty
segeln	sail
segnen	bless
sehen	see
sehen	view
sehen	sight
sehr	very
sehr groß	huge
seicht	shallow
seid	are
sein	his
sein	be
seismisch	seismic
seit	since
selbst	oneself
selbstsüchtig	selfish
selbstverständlich	of course
selten	rare
selten	seldom
seltsam	odd
senden	send
separieren	separate
serbisch	Serbian
setzen	set
sexuell	sexual
sexuelle Belästigung	sexual harassment
sexy	sexy
sich	vomit
sich	kiss
sich	retreat
sich	fall in love
sich anziehen	dress
sich aufhalten	stay
sich ausrichten	face
sich ausziehen	undress
sich bewegen	move
sich biegen	bow
sich ergeben	surrender
sich erinnern	remember
sich merken	remember
sich selber	themselves
sich selbst	itself
sich setzen	sit down
sich verbergen	hide
sich verbeugen	bow
sich vermehren	accumulate
sich weigern	refuse
sich wundern	wonder
sich ändern	change
sicher	sure
sicherlich	surely
sichern	save
sichtbar	visible
sie	she
sie	they
sie	her
sie selbst	herself
sieben	seven
sieben Todsünden	seven deadly sins
siebente	seventh
siebenundachtzig	eighty-seven
siebenunddreißig	thirty-seven
siebenundfünfzig	fifty-seven
siebenundneunzig	ninety-seven
siebenundsechzig	sixty-seven
siebenundsiebzig	seventy-seven
siebenundvierzig	forty-seven
siebenundzwanzig	twenty-seven
siebzehn	seventeen
siebzig	seventy
sieden	boil
silbern	silver
silbern	argent
sind	are
singen	sing
sinken	sink
slowakisch	Slovak
slowenisch	Slovene
slowenisch	Slovenian
so schnell wie möglich	ASAP
sofort	immediately
sofortig	immediate
solide	solid
sorglos	carefree
sortieren	sort
souverän	sovereign
spanisch	Spanish
speichern	save
spenden	donate
speziell	special
spezifisch	specific
spielen	play
spielen lassen	flex
sprechen	speak
sprechen Sie Englisch	do you speak English
springen	leap
springen	spring
spucken	spit
spärlich	scarce
spät	late
stabil	stable
stark	strong
stehen	stand
stehlen	steal
steif	rigid
steigen	ascend
steinern	stone
steinigen	stone
stellen	place
sterben	die
sterilisieren	sterilize
still	quiet
still	shh
stolz	proud
stoppen	stop
stottern	stutter
streben	strive
strecken	stretch
streng	strict
streng	stern
streuen	strew
studieren	study
stumm	dumb
stumm	mute
stumpf	dull
stur	stubborn
städtisch	urban
stählern	steel
stören	annoy
subtrahieren	subtract
suchen	search
suchen	seek
super	super
synchronisieren	synchronize
säen	sow
sägen	saw
südlich	south
südlich	southern
sündigen	sin
süß	sweet
tanzen	dance
tapfer	brave
tatarische Sprache	Tatar
tatsächlich	actual
taub	deaf
taub	numb
tausend	thousand
teilnehmen	participate
teilnehmen	partake
telefonieren	call
telephonieren	telephone
teuer	expensive
thailändisch	Thai
tierisch	animal
tolerieren	tolerate
tot	dead
totgeboren	stillborn
tragen	carry
tragen	bear
tragen	wear
trainieren	coach
trampen	hitchhike
transliterieren	transliterate
transportieren	transport
trauern	mourn
traurig	sad
treffen	meet
trennen	sort
treten	kick
treten	step
trinkbar	potable
trinken	drink
trocken	dry
trocknen	dry
trotz	after
tränken	water
träumen	dream
tschechisch	Czech
tschüss	bye
tun	do
täglich	daily
töten	kill
töten	slay
türkis	turquoise
türkisch	Turkish
um	at
um	about
um ein Uhr	o'clock
umarmen	hug
umfangreich	extensive
umgangssprachlich	colloquial
umgekrempelt	inside out
umkreisen	circle
umsonst	free
umziehen	move
unabhängig	independent
unartig	naughty
unbekannt	unknown
unbestimmt	vague
unbestimmter Artikel	indefinite article
und	and
und cetera	et cetera
und so weiter	etcetera
unerwiderte Liebe	unrequited love
ungarisch	Hungarian
ungarische Notation	Hungarian notation
ungefähr	about
ungefähr	approximately
ungerade	odd
ungerecht	unjust
ungesund	junk food
unidentifiziertes Flugobjekt	unidentified flying object
unmöglich	impossible
uns	us
unschuldig	innocent
unser	our
unsichtbar	invisible
unsterblich	immortal
unter	under
unter	among
unterdrücken	suppress
unterdrücken	oppress
untergehen	set
unterrichten	school
unterschwellige Werbung	subliminal message
unverheiratet	unmarried
unvermeidlich	inevitable
unwirklich	unreal
urinieren	piss
urinieren	urinate
ursprünglich	primitive
urteilen	judge
usually expressed by the prefix aus-	out
usurpieren	usurp
vanille	vanilla
variabel	variable
verabscheuen	abhor
verabscheuen	abominate
verachten	despise
verbergen	hide
verbergen	conceal
verbessern	improve
verbessern	ameliorate
verbieten	forbid
verbieten	prohibit
verbinden	bind
verbittert	bitter
verboten	no
verbrennen	burn
verdorben	spoilt
verdrecken	dirty
verdrehen	twist
verdächtigen	suspect
vereinen	unite
verfehlen	miss
verfolgen	pursue
vergeben	forgive
vergebens	in vain
vergewaltigen	rape
vergiften	poison
verhindern	prevent
verkaufen	sell
verlassen	leave
verlassen	abandoned
verlassen	quit
verlassen auf	rely
verletzen	wound
verletzen	hurt
verlieren	lose
vermehren	augment
vermeiden	avoid
vermissen	miss
vermuten	suppose
verrotten	rot
verrückt	crazy
verschieben	postpone
verschieden	different
verschiedene	several
verschiedene	various
verschwinden	go
verschwinden	vanish
versehen	provide
versehentlich	accidentally
verspotten	taunt
versprechen	promise
verstanden	copy
verstehen	appreciate
verstehen	understand
verstorben	deceased
verstärken	reinforce
versuchen	attempt
verteilen	split
verursachen	cause
verurteilen	sentence
verwandt	relative
verweisen	refer
verwerfen	reject
viel	much
viel Glück	good luck
viele	many
vielen Dank	many thanks
vielleicht	perhaps
vielleicht	maybe
vier	four
vierte	fourth
vierundachtzig	eighty-four
vierunddreißig	thirty-four
vierundfünfzig	fifty-four
vierundneunzig	ninety-four
vierundsechzig	sixty-four
vierundsiebzig	seventy-four
vierundvierzig	forty-four
vierundzwanzig	twenty-four
vierzehn	fourteen
vierzehn Tage	fortnight
vierzehnte	fourteenth
vierzig	forty
vietnamesisch	Vietnamese
voll	full
von	from
von	of
von	on
von Grund auf	from scratch
vor	before
vor	ago
vorbei	over
vorbereiten	prepare
vorder	forward
vorgeben	pretend
vorgestern	ereyesterday
vorgestern	day before yesterday
vorhergehend	previous
vorhersagen	predict
vorhersagen	forecast
vorhersehen	foresee
vorlesen	read
vorletzt	penultimate
vorschlagen	suggest
vorschlagen	propose
vorwärts	onward
vorziehen	prefer
väterlich	grandfather
völlig	all
w.z.b.w.	QED
wach	awake
wagen	dare
wahnsinnig	mad
wahr	true
wahr	real
wahrscheinlich	probably
wann	when
warm	warm
warmherzig	warm
warst	were
warten	wait
warum	why
warum	wherefore
was	what
waschen	wash
wasserdicht	waterproof
weben	weave
wechseln	change
wechselseitig	mutual
wegen	after
weh tun	hurt
weiblich	female
weich	soft
weil	because
weil	as
weil	since
weinen	cry
weinen	weep
weinrot	wine
weise	wise
weiß	white
welche	what
welcher	which
wenig	few
wenig	little
weniger	fewer
wenn doch nur	if only
wenn nicht	unless
wenngleich	albeit
wer	who
werden	become
werden	be
werden	will
wertlos	worthless
wertvoll	valuable
wesentlich	substantial
wessen	whose
westlich	west
wetten	bet
wichtig	important
wichtig	matter
widerspiegeln	reflect
widersprechen	contradict
wie	how
wie	as
wie	like
wie bitte	sorry
wie viel	how much
wie viel kostet es	how much is it
wiederholen	repeat
wieviel Uhr ist es	what time is it
wikifizieren	wikify
wild	wild
willkommen	welcome
willkommen heißen	welcome
winden	wind
winden	snake
winken	wave
winzig	minute
wir	we
wir selbst	ourselves
wirklich	really
wissen	know
wo	where
wo ist die Toilette	where is the toilet
wohin	where
wohlriechend	sweet
wollen	want
wunderbar	wonderful
wächsern	wax
wählen	choose
wählen	vote
während	while
während	as
wärmen	warm
wöchentlich	weekly
wünschen	wish
würzen	season
z. B.	e.g.
zahlreich	numerous
zahm	tame
zehn	ten
zehn Gebote	Ten Commandments
zehntausend	ten thousand
zehnte	tenth
zeichnen	draw
zeigen	show
zeitgenössisch	contemporary
zeitweilig	temporary
zerbrechen	break
zerknittern	wrinkle
zerstreuen	scatter
zerstören	destroy
ziehen	pull
zu	for
zu	to
zu	too
zu Mittag	lunch
zu schätzen wissen	appreciate
zuckerhaltig	sweet
zukünftig	future
zum Beispiel	for example
zurück	back
zurücktreten	resign
zusammen	together
zusammenarbeiten	collaborate
zwanzig	twenty
zwei	two
zwei Fliegen mit einer Klappe schlagen	kill two birds with one stone
zweihundert	two hundred
zweimal	twice
zweite	second
zweite Wahl	second
zweiter	second
zweiundachtzig	eighty-two
zweiunddreißig	thirty-two
zweiundfünfzig	fifty-two
zweiundneunzig	ninety-two
zweiundsechzig	sixty-two
zweiundsiebzig	seventy-two
zweiundvierzig	forty-two
zweiundzwanzig	twenty-two
zwingend notwendig	mandatory
zwischen	between
zwölf	twelve
zwölfte	twelfth
zählen	count
Ägypten	Egypt
Ägypter	Egyptian
Ägäis	Aegean Sea
Änderung	change
Äquator	equator
Äquatorialguinea	Equatorial Guinea
Äquinoktium	equinox
Ära	era
Ära	age
Ärger	anger
Ärmel	sleeve
Ästhetik	aesthetics
Äthiopien	Ethiopia
Ätiologie	aetiology
Öhr	eye
Öko-	eco-
Ökologie	ecology
Ökumene	ecumenism
Öl	oil
Ösophagus	oesophagus
Österreich	Austria
Österreicher	Austrian
Übelkeit	nausea
Übereinstimmung	agreement
Überfluß	abundance
Übermorgen	day after tomorrow
Übermorgen	overmorrow
Übernachtung	night
Überraschung	surprise
Überraschungs- ''e. g. Überraschungsangriff'' <!-- the word "Überraschungs" alone does not exist -->	surprise
Übersetzer	translator
Übersetzung	translation
Übersetzungen	translations
Übung	practice
Übung	exercise
Übung	problem
ägyptisch	Egyptian
ähnlich	similar
ändern	change
ärgerlich	angry
ästhetisch	aesthetic
öffentlich	public
öffentlich	open
öffnen	open
öffnete	open
ökonomie	economics
ölen	oil
österreichisch	Austrian
üben	train
über	over
über	on
über	about
überall	everywhere
übereinstimmen	agree
überfliegen	skim
überflüssig	superfluous
überleben	live
übermorgen	day after tomorrow
übernatürlich	supernatural
übernehmen	inherit
überraschen	surprise
überreden	persuade
übersetzen	translate
übertragen	transfer
übertreiben	exaggerate
überwinden	overcome
übrig	left
übrigens	by the way
